,date,beta,gamma,r0,dif,r0_p,dif_p
110,2020-05-14,0.01,0.1199999999999999,0.08333333333333341,-0.1099999999999999,0.00048076923076223466,-0.3699999999985266
111,2020-05-15,0.8900000000000006,0.9900000000000008,0.8989898989898989,-0.1000000000000002,0.1269230769225942,-0.030000000000427463
112,2020-05-16,0.01,0.09,0.11111111111111112,-0.08,2.513636363635669,-0.10999999999994259
113,2020-05-17,0.01,0.09,0.11111111111111112,-0.08,-2.2803030302966363,-0.04999999999982663
114,2020-05-18,0.01,0.06,0.16666666666666669,-0.049999999999999996,0.8989898989966605,-0.09999999999993747
115,2020-05-19,0.9900000000000008,0.9800000000000006,1.0102040816326532,0.01000000000000012,0.27777777777760093,0.010000000000133014
116,2020-05-20,0.9900000000000008,0.9600000000000006,1.0312500000000002,0.030000000000000138,2.641723356005059,0.09999999999965326
117,2020-05-21,0.01,0.02,0.5,-0.01,0.2298044217595816,0.009999999999763531
118,2020-05-22,0.01,0.02,0.5,-0.01,-0.5835459183649618,-0.10999999999961574
119,2020-05-23,0.9800000000000006,0.9900000000000008,0.9898989898989898,-0.01000000000000012,1.0312499999972715,0.029999999999915872
120,2020-05-24,0.9700000000000006,0.9900000000000008,0.9797979797979797,-0.02000000000000013,1.9696969696983615,-0.01000000000000036
121,2020-05-25,0.02,0.01,2.0,0.01,0.46969696969608776,-0.04000000000011994
122,2020-05-26,0.9900000000000008,0.9800000000000006,1.0102040816326532,0.01000000000000012,4.050505050506217,0.07999999999969987
123,2020-05-27,0.01,0.04,0.25,-0.03,-1.9895897752867313,-0.01999999999995339
124,2020-05-28,0.9400000000000006,0.9900000000000008,0.9494949494949494,-0.050000000000000155,-0.2806122448992028,-0.1100000000003547
125,2020-05-29,0.9400000000000006,0.9900000000000008,0.9494949494949494,-0.050000000000000155,3.1086889301077463,-0.05000000000040927
126,2020-05-30,0.01,0.02,0.5,-0.01,0.24999999999727152,-0.029999999999802185
127,2020-05-31,0.9900000000000008,0.9500000000000006,1.0421052631578949,0.04000000000000015,-0.398989898992113,0.06999999999993634
128,2020-06-01,0.07,0.01,7.000000000000001,0.060000000000000005,2.5758107389665383,0.0999999999999659
129,2020-06-02,0.9900000000000008,0.9100000000000006,1.087912087912088,0.08000000000000018,18.373684210455394,0.05000000000049454
130,2020-06-03,0.02,0.01,2.0,0.01,-16.694158473052084,0.10000000000000187
131,2020-06-04,0.9900000000000008,0.9800000000000006,1.0102040816326532,0.01000000000000012,9.736263736405817,-0.15000000000088676
132,2020-06-05,0.01,0.04,0.25,-0.03,-1.8814756671763462,0.07999999999992724
133,2020-06-06,0.9900000000000008,0.9800000000000006,1.0102040816326532,0.01000000000000012,-0.28061224489874803,-0.10999999999978627
134,2020-06-07,0.03,0.01,3.0,0.019999999999999997,3.290816326518325,0.12999999999897227
135,2020-06-08,0.9900000000000008,0.9800000000000006,1.0102040816326532,0.01000000000000012,6.219387755123535,-5.684341886080801e-13
136,2020-06-09,0.01,0.06,0.16666666666666669,-0.049999999999999996,-4.95918367352715,-0.020000000000038654
